<<<<<<< HEAD
Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones;;
09/09/2016;17:50;;20160909-0033;C-P-ACC-01;M30;21NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Alcance entre vehiculos en carril derecho. Uno de los vehiculos se retira por sus medios.;;;;;
09/09/2016;18:16;;20160909-0036;C-P-ACC-01;M30;08NL30;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señalizo accidente en arcen derecho, sin daños, ni heridos.;;;;;
09/09/2016;21:09;;20160909-0040; C-E-ACC-01;M30;11XL10;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en carril derecho, Policía saca vehiculos a isleta 11+200, señalizo en isleta, herido leve dado de alta en el lugar.;;;;;
10/09/2016;23:36;;20160910-0018;T-P-ACC-01;M30;16XC67;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;1;;1;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;ACC_01 accidente sin heridos. Autobus golpea a vehiculo;;;;;
11/09/2016;06:43;;20160911-0006;C-P-ACC-01;M30;08XC40;EXTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Aviso accidente se da contra el muro. No hay heridos.;;;;;
11/09/2016;07:30;;20160911-0007; C-E-ACC-01;M30;08NC00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Colisión de vehículos en carril izquierdo;;;;;
11/09/2016;21:40;;20160911-0018; C-E-ACC-01;M30;10XL10;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso accidente carril derecho 2 vehículos. Herido atendido y dado de alta en el punto. ;;;;;
12/09/2016;08:03;;20160912-0003;C-P-ACC-01;M30;01XC80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de dos vehículos. Usuarios toman datos en arcén y reanudan la marcha. No foto;;;;;
12/09/2016;13:48;;20160912-0022; T-E-ACC-01;M30;09XC64;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;2;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Colisión por alcance de dos vehículos. El vehículo 1 sale por sus medios y el vehículo 2 lo sacamos con híbrido F12. Conductor de vehículo 1 y acompañante de vehículo 21 trasladados con pronóstico leve al Hospital Infanta Leonor;;;;;
12/09/2016;14:03;;20160912-0023;C-P-ACC-01;M30;10XL10;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión alcance sin heridos ni daños. Carril derecho, corto carril derecho hasta retirada de ambos por sus medios, una vez se cambian datos. ;;;;;
12/09/2016;14:45;;20160912-0026; C-E-ACC-01;M30;10NL90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;M2;Señalizar vehículos accidentados en carril y arcén derechos. Herido leve dado de alta en el punto. ;;;;;
12/09/2016;15:55;;20160912-0032; C-E-ACC-01;M30;08NL40;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;2;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión por alcance de 3 vehiculos en carriles centrales. Corto carril central hasta que se realiza limpieza de restos. Corto todo el trafico y paso vehiculos al arcén derecho. Corto medio carril derecho y un ocupante solicita SAMUR . SAMUR atiende a ususarios vehículos 2 y 3 dato de alta en el punto. Vehículo 3 con grúa propia y 1 y 2 por sus medios.;;;;;
13/09/2016;09:03;;20160913-0010;T-P-ACC-01;M30;15XC06;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón / AIAM Valencia;Alcance entre vehículos, estabilizamos y sacamos a vehículo 3 y 2 al exterior. ;;;;;
13/09/2016;15:25;;20160913-0031; T-E-ACC-01;M30;13XL67;EXTERIOR;Tronco;Túnel;Otros;Lateral;1;;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Caída de motorista en carril derecho. Atiende SAMUR;;;;;
13/09/2016;15:39;;20160913-0033; C-E-ACC-01;M30;10NL80;INTERIOR;Tronco;Superficie;Otros;Lateral;1;;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Caída de motorista sin daños con heridos en dos carriles izquierdos. Corto dos carriles hasta que SAMUR atiende y traslada al 12 de Octubre (leve), pasando moto al carril izquierdo. Habilito central izquierdo dejando cortado izquierdo hasta retirada;;;;;
13/09/2016;16:19;;20160913-0037; C-E-ACC-01;A4;12RR00;ENTRADA;Ramal;Superficie;Salida de vía;Lateral;1;1;;;1;1;;;Si;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / M3;Accidente con daños y 1 herido en carril derecho. Daños en margen derecho e izquierdo. 1 herido leve trasladado al 12 de Octubre;7 barreras, 6 CPN y 6 separadores;;;;
13/09/2016;18:47;;20160913-0043;T-P-ACC-01;M30;15XL47;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Lateral;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal / AIAM Méndez Álvaro;Colisión entre vehículos sin heridos en la incorporación del 15RM al 15XL47. El primer vehículo lo sacamos a superficie con plataforma subcontratada y el segundo sale por sus medios. Sin ninguna anomalia reseñable.;;;;;
13/09/2016;18:50;;20160913-0046;C-P-ACC-01;A2;04AT40;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión por alcance sin heridos ni daños en arcén derecho. Señalizo hasta retirada por sus medios una vez hacen parte. ;;;;;
13/09/2016;21:00;;20160913-0050;C-P-ACC-01;M30;09NL40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente sin heridos ni daños. A mi llegada solo queda un vehículo que también está abandonando por sus medios. Todos los vehículos abandonan por sus medios. ;;;;;
13/09/2016;21:38;;20160913-0051; C-E-ACC-01;M30;08NL80;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;2;2;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Colisión con heridos en margen derecho;;;;;
13/09/2016;22:15;;20160913-0053; C-E-ACC-01;A4;04UL20;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Corto carril derecho por accidente, solo queda un vehículo en el punto, el otro se da a la fuga. Herido leve. ;;;;;
14/09/2016;09:17;;20160914-0006; C-E-ACC-01;M30;30NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente de moto con Policía. Los sacamos a Castellana y señalizo;;;;;
14/09/2016;14:39;;20160914-0020;C-P-ACC-01;M30;11XL00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión por alcance de dos vehículos. A mi llegada sólo un vehículo en el punto, el otro abandona por aus medios. El vehículo presente en el punto es retirado por grúas Ollero. No hay heridos ni daños. Carril derecho;;;;;
14/09/2016;18:45;;20160914-0028;C-P-ACC-01;M30;10XL10;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / M3;Accidente sin heridos en carril derecho;;;;;
14/09/2016;21:40;;20160914-0035;T-P-ACC-01;M30;14XL99;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Alcance entre vehículos salen junto con Policía antes de nuestra llegada;;;;;
14/09/2016;22:46;;20160914-0038;C-P-ACC-01;M30;06NC10;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Relevo a V-2 en accidente, corto dos carriles derechos, herido leve trasladado. Llego no está SAMUR. Tomo indicativo recojo restos. 1 bolsa de servicio.;;;;;
15/09/2016;08:17;;20160915-0007; C-E-ACC-01;M30;08RM60;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;a MI LLEGADA LOS COCHES SE MARCHAN, NO PUEDO TOMAR DATOS;;;;;
15/09/2016;08:45;;20160915-0008;C-P-ACC-01;M30;08RM30;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Finalizando la incidencia Nº 7 se produce otro accidente en el mismo sitio. Señalizo con Policía. ;;;;;
15/09/2016;10:06;;20160915-0014;T-P-ACC-01;M30;14XL25;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal / AIAM Valencia;Accidente por alcance entre dos vehículos. A nuestra llegada el vehículo 1 se habia ido por sus medios, el vehículo 2 es retirado por la grúa. ;;;;;
15/09/2016;19:03;;20160915-0044; C-E-ACC-01;M30;00XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;5;4;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión alcance de 4 vehículos y 1 moto, con heridos sin daños en carriles derecho. Corto 1 carril derecho hasta que SAMUR atiende y traslada a usuario de la moto al Hospital de La Paz en estado leve. Vehículos 1,2 y 3 por sus medios y vehículo 4 y 5 en grúa propia.;;;;;
15/09/2016;20:20;;20160915-0048;C-P-ACC-01;M30;10RA10;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente sin heridos ni daños en carril derecho. Vehículo 1 sale por sus medios y el vehículo 2 con grúas Ollero. ;;;;;
16/09/2016;06:43;;20160916-0006;T-P-ACC-01;A5;04FT42;ENTRADA;Tronco;Túnel;Otros;;1;;1;;;0;;;No;Densa;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;AIAM Portugal / AIAM Calderón;Moto parada en carril derecho. Se trata de accidente y sale por sus medios. Se desactiva la C-10;;;;;
16/09/2016;14:23;;20160916-0028;T-P-ACC-01;M30;17XC72;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente chapa. Me encuentro en carril derecho con Policía. Señalizo. Toman datos y nos marchamos;;;;;
16/09/2016;15:25;;20160916-0033;C-P-ACC-01;M30;01XL50;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;2;;1;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3/V-2;Accidente en carril derecho.;;;;;
16/09/2016;18:45;;20160916-0043;C-P-ACC-01;A2;04AT90;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión alcance sin heridos, ni daños carril derecho. Corto carril jasta retirada de ambos en grúas propias.;;;;;
17/09/2016;00:12;;20160917-0001;;M30;19RA00;INTERIOR;Ramal;Superficie;Otros;Frontal;1;;;1;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Señalizar accidente con viga galibo en túnel Las Moreras, sin daños, n i heridos.;;;;;
17/09/2016;04:35;;20160917-0006; C-E-ACC-01;M30;28XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;señalizar accidente lateral en cruce con Betanzos, sin daños a patrimonio, con heridos, dado de alta en el lugar como leve. Los 2 vehiculos en grúas del seguro. ;;;;;
18/09/2016;03:38;;20160918-0002;C-P-ACC-01;M30;25NC40;INTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Señalizar accidente de 1 vehículo por salida de vía. Sin heridos ni daños al patrimonio, es retirado por su grúa.;;;Cortado el carril derecho desde las 03:45 h hasta las 04:30 h;;
18/09/2016;04:29;;20160918-0004;C-P-ACC-01;M30;32RK30;INTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente de 1 vehículo por salida de vía hacía el lado izquierdo con daños al patrimonio. Sin heridos, la Policía Municipal no tiene el Nº de poliza, es retirado por su grúa.;2 barreras y 1 CPN;;Cortado el carril derecho desde las 04:29 h hasta las 05:12 h;;
18/09/2016;18:21;;20160918-0015;C-P-ACC-01;M30;25NC20;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1 / V-2;Accidente de 1 vehículo por salida de vía, se corta el desvío del lado izquierdo por obras de Dragados, con daños en 25 muros new jersey ajenos a M-30, se proceden a su colocación por orden del centro de control desde las 18:45 h hasta las 19:10, adjuntada poliza del seguro, se retira del punto por sus medios.;;;Cortado carril desde las 18:26 h hasta las 19:11 h;;
19/09/2016;07:59;;20160919-0005;T-P-ACC-01;A5;04FT00;ENTRADA;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Accidente entre 2 vehículos por alcance. Sin daños al patrimonio ni heridos. Los conductores hacen partes y se retiran del punto por sus medios.;;;Cortado el carril derecho desde las 07:59 h hasta las 08:08 h;;
19/09/2016;09:40;;20160919-0010;T-P-ACC-01;M30;17NC74;INTERIOR;Tronco;Túnel;Colisión de vehículos;Lateral;2;1;1;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Accidente entre 1 turismo y 1 motocicleta por alcance. Sin daños al patrimonio ni heridos. Se retiran del punto por sus medios.;;;Cortado carril desde las 09:48 h hasta las 09:49 h;;
19/09/2016;10:57;;20160919-0014;T-P-ACC-01;M30;14XL33;EXTERIOR;Tronco;Túnel;Colisión de vehículos;;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Accidente entre 2 vehículos por alcance. Sin daños al patrimonio ni heridos. Se retiran del punto por sus medios.;;;Cortado el carril derecho desde las 11:00 h hasta las 11:07 h;;
19/09/2016;19:00;;20160919-0027;C-P-ACC-01;M30;08NL90;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente entre 3 vehículos por alcance en el carril izquierdo, son trasladados al arcen derecho. Sin daños al patrimonio ni heridos. Se retiran del punto por sus medios.;;;;;
20/09/2016;08:39;;20160920-0003;T-P-ACC-01;M30;15RR05;INTERIOR;Ramal;Túnel;Colisión de vehículos;Lateral;2;1;;1;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Colisión autobús con turismo, salen por sus medios.;;;;;
20/09/2016;17:55;;20160920-0022; C-E-ACC-01;M30;08NL70;INTERIOR;VS;Superficie;Otros;;1;;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;No;No;Si;Buen Tiempo;;;Sin Restricción;;;v-1;caida de motorista con herido leve trasladado.;;;;;
20/09/2016;18:28;;20160920-0024;C-P-ACC-01;M30;05NL00;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente en carril izquierdo sin heridos;;;Corte carril izquierdo 18:28 - 18:55;;
20/09/2016;19:35;;20160920-0027;C-P-ACC-01;M30;02XL20;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso de centro de control de accidente, cuando llego solo está PM, no cojo datos;;;;;
20/09/2016;20:10;;20160920-0030; C-E-ACC-01;M30;10XL60;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M3/V2;Accidente con heridos en carril central retiramos veh al 09VA carril derecho.Herido leve dado de alta en el lugar.;;;Corte carril derecho 20:10 - 21:00;;
21/09/2016;09:16;;20160921-0013;T-P-ACC-01;M30;17NC08;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Colisión de 2 vehículos por alcance,antes de nuestra llegada salen por sus medios.;;;;;
21/09/2016;09:26;;20160921-0015;T-P-ACC-01;A5;03FT74;ENTRADA;Tronco;Túnel;Colisión de vehículos;;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Alcance entre dos vehículos.Anulada.;;;;;
21/09/2016;10:25;;20160921-0019; C-E-ACC-01;M30;28XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;2;2;;;No;;Seco y Limpio;P. Municipal y SAMUR;Si;Si;;;;;;;;;;F50/V2;Alcance entre vehículos en carril izquierdo.;;Sepiolita gruesa;Corte carril izquierdo 10:25 - 11:30;;
21/09/2016;12:35;;20160921-0024;;M30;11NL00;INTERIOR;Tronco;Superficie;Otros;;1;;;1;;0;;;Si;Densa;Seco y Limpio;P. Municipal;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1/V2;Bomberos actua.Colisión de camión pluma contra viga de puente.;Viga puente;;Dos carriles 12:35 - 14:40;;
21/09/2016;14:35;;20160921-0028; C-E-ACC-01;M30;05XL50;EXTERIOR;VS;Superficie;Colisión de vehículos;;1;;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M2;Señalizar caída de motorista en arcén derecho.Herido leve trasladado a hospital.;;;;;
21/09/2016;14:50;;20160921-0029;C-P-ACC-01;M30;08NL30;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;Si;Si;;;;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente sin heridos en carri derecho.;;Sepiolita gruesa;Corte carril derecho 15:00 - 16:00;;
21/09/2016;15:05;;20160921-0030; C-E-ACC-01;M30;04NL20;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso de accidente enc arril derecho.Herido trasladado al Hospital La Paz.;;;;;
21/09/2016;15:40;;20160921-0032;C-P-ACC-01;M30;00NC00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso de accidente de 2 vehículos por alcance, a mi llegada solo queda uno, lo paso al arcén derecho;;;;;
21/09/2016;16:00;;20160921-0033; C-E-ACC-01;M30;05NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;1;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión entre moto y automovil con 1 herido trasladado al Gregorio Marañon.Cuando llegó solo queda la moto.Corto carril derecho.;;;Corte carril derecho 16:10 - 17:15;;
21/09/2016;20:12;;20160921-0042;C-P-ACC-01;M30;01XC40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente en arcén derecho.;;;;;
22/09/2016;08:40;;20160922-0006;C-P-ACC-01;A2;05AL50;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Alcance entre vehículos carril izquierdo.;;;Corte     - 10:30 fin;;
22/09/2016;10:35;;20160922-0016; C-E-ACC-01;M30;00XC30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;1;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente con motorista implicado .Uno de lo ocupantes de la moto es trasladado al Hospital por Samur.Los dos veh se retiran por sus medios.;;;Corte 10:50 - 11:15;;
22/09/2016;18:40;;20160922-0040;C-P-ACC-01;M30;30NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso accidente carril izquierdo.Limpiar restos de cristales y vértido de combustible.Lo pasamos al 32NC20.;;Sepiolita Gruesa;Corte 18:55 - 19:15;;
