FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
09/03/2025;ES36;2=;1260;1324;1131;942;1048;154;1041;878;672;491;389;221;
09/03/2025;ES37;1-;474;329;252;226;252;268;208;257;384;586;755;1025;
09/03/2025;ES37;1=;1276;1195;951;939;964;1564;1294;923;709;487;333;231;
09/03/2025;ES37;2-;407;284;195;173;204;299;315;418;577;856;1312;1700;
09/03/2025;ES37;2=;2142;1847;1758;876;1043;1338;1255;1065;825;505;318;165;
09/03/2025;ES38;1-;135;85;62;32;25;23;33;54;106;168;260;330;
09/03/2025;ES38;1=;435;496;387;267;265;305;350;404;328;254;191;92;
09/03/2025;ES38;2-;116;66;35;32;19;22;38;74;104;151;235;317;
09/03/2025;ES38;2=;349;358;296;189;216;260;343;297;241;188;117;66;
09/03/2025;ES39;1-;690;604;448;254;163;170;173;336;389;457;662;1014;
09/03/2025;ES39;1=;1418;1688;2156;1968;1161;1238;1543;1831;1888;1535;1146;730;
09/03/2025;ES39;2-;701;619;411;265;159;121;124;259;307;497;681;1055;
09/03/2025;ES39;2=;1359;1498;1727;1588;1007;1060;1360;1690;1725;1419;1047;678;
09/03/2025;ES40;1-;591;493;274;266;266;332;271;325;629;987;1154;1327;
09/03/2025;ES40;1=;1667;1578;1352;1083;1249;1371;1336;1096;825;599;391;318;
09/03/2025;ES40;2-;727;553;446;341;281;358;303;415;773;1175;1100;1219;
09/03/2025;ES40;2=;1562;1448;1001;1044;1220;1685;1539;1282;1029;717;503;377;
09/03/2025;ES41;1-;414;307;282;215;258;260;256;333;516;771;733;864;
09/03/2025;ES41;1=;953;964;758;814;856;1078;842;786;701;535;463;272;
09/03/2025;ES41;2-;292;205;152;145;160;188;192;276;422;569;619;781;
09/03/2025;ES41;2=;896;961;759;698;791;1023;930;780;633;509;407;254;
09/03/2025;ES42;1-;274;232;145;159;174;216;92;81;31;53;245;346;
09/03/2025;ES42;1=;361;343;297;196;248;47;293;353;301;188;148;105;
09/03/2025;ES42;2-;222;144;135;102;82;91;63;78;264;315;310;380;
09/03/2025;ES42;2=;419;443;561;287;161;287;352;329;260;183;132;75;
09/03/2025;ES43;1-;231;203;161;133;119;104;163;180;196;237;306;414;
09/03/2025;ES43;1=;371;444;431;252;316;343;395;368;350;323;258;162;
09/03/2025;ES43;2-;258;209;170;120;104;92;155;84;112;197;196;309;
09/03/2025;ES43;2=;330;415;371;271;337;382;397;399;333;314;208;195;
09/03/2025;ES44;1-;993;766;631;559;471;449;294;376;687;894;1082;1195;
09/03/2025;ES44;1=;1168;1104;941;968;1005;1265;1343;945;741;522;438;306;
09/03/2025;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
09/03/2025;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
09/03/2025;ES45;1-;1014;778;578;445;364;350;309;436;673;953;1219;1411;
09/03/2025;ES45;1=;1595;1571;1405;1141;1206;1238;1251;1262;989;784;604;466;
09/03/2025;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
09/03/2025;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
09/03/2025;ES46;1-;226;160;138;130;120;212;223;253;418;571;746;839;
09/03/2025;ES46;1=;894;773;595;648;665;775;832;667;529;421;267;124;
09/03/2025;ES46;2-;236;165;124;96;121;171;162;217;279;467;614;758;
09/03/2025;ES46;2=;910;777;534;542;547;693;790;719;558;448;280;175;
09/03/2025;ES47;1-;293;244;206;166;155;160;159;191;271;396;565;685;
09/03/2025;ES47;1=;688;674;538;545;607;623;672;653;564;425;340;228;
09/03/2025;ES47;2-;353;371;275;243;223;255;219;257;352;436;512;646;
09/03/2025;ES47;2=;680;596;563;512;516;526;593;618;451;347;259;216;
09/03/2025;ES48;1-;244;147;105;95;109;222;215;237;293;522;648;825;
09/03/2025;ES48;1=;803;738;539;594;602;675;736;654;555;360;236;155;
09/03/2025;ES48;2-;242;189;147;86;97;158;161;228;324;546;683;791;
09/03/2025;ES48;2=;800;682;513;503;523;608;660;608;447;347;207;130;
09/03/2025;ES49;1-;256;110;107;111;101;139;154;184;240;323;486;542;
09/03/2025;ES49;1=;608;589;399;378;459;498;557;495;394;296;221;118;
09/03/2025;ES49;2-;138;111;78;53;44;44;60;85;92;124;175;321;
09/03/2025;ES49;2=;374;360;353;225;268;271;333;391;331;252;142;79;
09/03/2025;ES50;1-;194;169;127;119;96;111;72;70;57;86;131;189;
09/03/2025;ES50;1=;502;423;439;268;290;233;243;278;349;489;334;359;
09/03/2025;ES50;2-;212;162;127;150;117;96;92;85;107;146;183;336;
09/03/2025;ES50;2=;344;387;422;269;251;283;290;381;315;274;185;130;
09/03/2025;ES51;1-;138;118;98;59;54;53;49;66;98;152;217;277;
09/03/2025;ES51;1=;323;412;445;236;263;257;311;355;319;268;166;96;
09/03/2025;ES51;2-;114;91;47;44;26;31;31;43;80;109;148;235;
09/03/2025;ES51;2=;265;321;327;193;176;191;249;212;217;202;98;70;
09/03/2025;ES52;1-;185;132;104;61;49;49;50;62;90;130;214;353;
09/03/2025;ES52;1=;509;548;523;342;286;402;452;513;428;361;240;139;
09/03/2025;ES52;2-;98;87;51;44;34;34;41;56;67;81;140;201;
09/03/2025;ES52;2=;250;266;307;202;173;218;228;269;267;205;106;71;
09/03/2025;ES53;1-;199;123;130;112;17;85;68;65;101;144;186;218;
09/03/2025;ES53;1=;278;263;300;274;261;246;236;286;261;220;188;130;
09/03/2025;ES53;2-;301;241;220;168;172;151;177;154;207;246;302;411;
09/03/2025;ES53;2=;403;418;411;411;421;387;449;414;456;379;295;221;
09/03/2025;ES54;1-;141;107;72;65;59;57;75;69;92;153;151;170;
09/03/2025;ES54;1=;244;240;214;175;207;206;233;231;212;144;140;105;
09/03/2025;ES54;2-;187;139;93;61;74;68;78;84;95;105;171;233;
09/03/2025;ES54;2=;253;268;274;230;270;270;254;264;270;202;188;133;
09/03/2025;ES55;1-;97;71;55;34;32;25;45;42;55;95;89;188;
09/03/2025;ES55;1=;189;226;218;151;182;162;191;205;202;174;119;78;
09/03/2025;ES55;2-;67;59;33;27;25;26;26;48;52;78;116;143;
09/03/2025;ES55;2=;174;189;142;145;144;134;178;164;143;159;111;50;
09/03/2025;ES56;1-;60;55;33;22;43;49;52;89;86;124;170;228;
09/03/2025;ES56;1=;197;179;141;127;155;179;177;145;113;110;66;40;
09/03/2025;ES56;2-;52;32;33;23;25;30;43;30;55;50;79;118;
09/03/2025;ES56;2=;120;125;91;81;88;100;113;112;78;88;47;25;
09/03/2025;ES57;1-;170;68;38;26;45;53;70;115;207;331;462;506;
09/03/2025;ES57;1=;558;514;376;389;461;481;492;453;362;263;176;73;
09/03/2025;ES57;2-;81;36;32;31;32;62;61;114;213;342;476;592;
09/03/2025;ES57;2=;598;518;319;384;457;555;506;369;239;162;101;53;
09/03/2025;ES58;1-;62;40;23;39;38;53;67;129;170;220;275;331;
09/03/2025;ES58;1=;307;260;171;188;222;283;239;231;161;85;75;40;
09/03/2025;ES58;2-;45;25;23;13;29;24;38;57;91;135;179;261;
09/03/2025;ES58;2=;284;198;137;136;144;215;174;174;160;66;45;25;
09/03/2025;ES59;1-;79;41;61;46;30;41;49;72;90;130;148;223;
09/03/2025;ES59;1=;271;233;145;160;168;240;193;201;175;140;92;46;
09/03/2025;ES59;2-;46;28;22;32;29;42;60;75;92;133;145;159;
09/03/2025;ES59;2=;211;156;121;114;124;146;151;124;107;79;49;20;
09/03/2025;ES60;1-;87;83;52;63;49;83;87;128;234;319;439;387;
09/03/2025;ES60;1=;394;317;191;224;281;305;305;276;172;115;61;43;
09/03/2025;ES60;2-;122;74;57;51;55;60;70;87;137;276;364;434;
09/03/2025;ES60;2=;472;401;313;303;344;413;472;380;307;180;90;82;
10/03/2025;ES01;1-;150;109;97;74;167;691;1934;2481;2162;1706;1690;1762;
10/03/2025;ES01;1=;1826;1947;1444;1454;1514;1894;1847;1598;902;589;433;286;
10/03/2025;ES01;2-;227;157;132;119;174;305;668;1247;1408;1184;1144;1204;
10/03/2025;ES01;2=;1218;1150;1157;1186;1256;1166;1167;877;617;425;444;327;
10/03/2025;ES02;1-;218;188;152;110;91;83;129;279;479;596;609;561;
10/03/2025;ES02;1=;574;520;403;434;414;425;427;452;385;358;302;299;
10/03/2025;ES02;2-;501;395;300;279;221;308;567;1108;1418;1292;1206;1102;
10/03/2025;ES02;2=;1205;1193;1218;1176;1139;1144;1045;993;1026;878;760;667;
10/03/2025;ES03;1-;219;149;134;118;91;129;484;2310;2400;2409;1874;1636;
10/03/2025;ES03;1=;1504;1519;1449;1461;1491;1513;1560;1472;1204;974;588;327;
10/03/2025;ES03;2-;179;111;79;66;44;52;104;255;676;856;1002;1125;
10/03/2025;ES03;2=;1297;1369;1326;1296;1073;1272;1472;1383;1163;745;421;261;
10/03/2025;ES04;1-;167;78;46;51;46;81;323;1030;1167;1081;829;671;
10/03/2025;ES04;1=;812;863;898;767;853;959;950;894;828;686;392;234;
10/03/2025;ES04;2-;107;57;69;38;48;31;110;347;733;703;598;637;
10/03/2025;ES04;2=;693;647;834;887;669;788;932;902;773;463;284;151;
10/03/2025;ES05;1-;1124;598;439;397;277;343;730;1113;1404;1504;1725;1916;
10/03/2025;ES05;1=;2102;2314;2756;2786;2374;2673;2704;2587;2434;1982;1380;1170;
10/03/2025;ES05;2-;298;202;139;111;135;298;1057;1222;1108;1093;1203;1253;
10/03/2025;ES05;2=;1242;1245;1388;1295;1353;1334;1262;1191;1144;1000;646;519;
10/03/2025;ES06;1-;33;20;14;23;78;238;734;943;701;633;688;686;
10/03/2025;ES06;1=;674;759;671;598;810;781;718;606;394;201;138;56;
10/03/2025;ES06;2-;34;32;19;18;45;160;470;984;707;558;564;625;
10/03/2025;ES06;2=;663;705;734;730;834;766;758;519;282;157;105;60;
10/03/2025;ES07;1-;489;213;160;160;135;243;896;1817;2312;1712;1512;1624;
10/03/2025;ES07;1=;1888;2467;3197;2937;2716;2938;1942;1722;1703;1461;876;661;
10/03/2025;ES07;2-;329;159;131;140;173;676;2435;2823;2580;2318;2016;1718;
10/03/2025;ES07;2=;1675;1836;2173;1964;1766;1876;1834;1650;1529;1199;714;388;
10/03/2025;ES08;1-;547;482;415;359;300;392;464;666;742;754;853;829;
10/03/2025;ES08;1=;843;801;837;853;823;864;819;807;771;743;646;653;
10/03/2025;ES08;2-;533;437;384;326;298;331;374;648;777;781;800;827;
10/03/2025;ES08;2=;614;840;805;825;843;881;783;801;784;772;643;597;
10/03/2025;ES09;1-;369;345;345;344;248;259;332;530;574;588;662;729;
10/03/2025;ES09;1=;764;751;758;723;708;658;709;701;686;635;513;421;
10/03/2025;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES10;2-;146;101;92;78;83;195;411;564;609;502;459;433;
10/03/2025;ES10;2=;498;487;479;401;516;528;498;487;505;367;306;170;
10/03/2025;ES11;1-;597;292;96;82;59;111;693;4539;5557;6209;5242;3640;
10/03/2025;ES11;1=;3311;3173;3534;4457;4081;3698;3791;4032;3359;1625;1245;1030;
10/03/2025;ES11;2-;984;488;223;162;130;136;353;1521;3573;4592;4150;3165;
10/03/2025;ES11;2=;3408;3702;4313;5479;5061;4970;4881;4822;4593;2430;1649;1492;
10/03/2025;ES12;1-;355;254;241;288;494;1222;1615;1459;1691;1874;1765;1629;
10/03/2025;ES12;1=;1675;1561;1663;1755;1531;1064;1250;1678;1496;1125;809;467;
10/03/2025;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES13;1-;167;155;103;107;168;411;1021;1404;1416;1301;1399;1282;
10/03/2025;ES13;1=;1324;1363;1204;1325;1301;1372;1356;1172;833;552;455;309;
10/03/2025;ES13;2-;259;189;146;109;171;451;1038;1498;1588;1501;1525;1581;
10/03/2025;ES13;2=;1649;1643;1428;1434;1586;1586;1502;1344;970;644;512;396;
10/03/2025;ES14;1-;31;19;17;10;17;79;170;509;463;380;353;343;
10/03/2025;ES14;1=;332;290;279;357;336;306;273;260;169;109;88;46;
10/03/2025;ES14;2-;19;8;6;16;14;40;99;203;222;253;323;301;
10/03/2025;ES14;2=;272;325;219;260;312;290;264;186;153;77;67;44;
10/03/2025;ES15;1-;59;39;26;26;59;270;1018;1254;1006;791;772;769;
10/03/2025;ES15;1=;835;962;820;887;809;952;929;641;413;258;146;74;
10/03/2025;ES15;2-;37;24;15;18;39;150;552;1024;1167;858;822;675;
10/03/2025;ES15;2=;705;842;822;698;812;737;635;604;422;171;105;50;
10/03/2025;ES16;1-;223;154;113;98;133;343;989;1365;1175;1134;1354;1381;
10/03/2025;ES16;1=;1396;1427;1363;1440;1449;1496;1459;1346;1004;657;516;344;
10/03/2025;ES16;2-;153;132;94;96;174;473;1425;1562;1615;1601;1503;1413;
10/03/2025;ES16;2=;1367;1271;1271;1253;1376;1275;1195;1091;712;471;326;240;
10/03/2025;ES17;1-;308;210;167;226;372;1507;2925;3111;3083;2747;2750;2582;
10/03/2025;ES17;1=;2752;2507;2765;2779;2770;2667;2307;2298;1738;1123;671;383;
10/03/2025;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES18;1-;49;26;29;23;38;319;1308;1355;1309;913;772;673;
10/03/2025;ES18;1=;655;548;533;628;621;624;507;374;233;168;116;68;
10/03/2025;ES18;2-;83;44;17;27;22;77;248;514;475;602;670;723;
10/03/2025;ES18;2=;788;885;739;700;873;1158;1124;926;594;370;250;153;
10/03/2025;ES19;1-;175;164;137;80;129;261;564;977;1052;965;948;925;
10/03/2025;ES19;1=;929;973;890;1011;1027;1062;967;744;557;407;310;274;
10/03/2025;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES20;1-;3209;2046;1011;723;594;672;1527;4661;8452;9878;8811;7818;
10/03/2025;ES20;1=;8738;9421;9999;9999;9999;9999;9999;9999;9999;9346;7481;5225;
10/03/2025;ES20;2-;3136;1834;904;596;531;1036;3233;9999;8444;7409;7671;9684;
10/03/2025;ES20;2=;9167;9219;9821;9999;9999;9624;9817;9634;8274;7776;6012;4155;
10/03/2025;ES21;1-;40;31;29;33;48;142;641;1040;697;598;589;624;
10/03/2025;ES21;1=;702;795;627;676;717;740;762;635;422;218;173;97;
10/03/2025;ES21;2-;242;101;42;46;111;341;1178;2155;2156;1644;1585;1405;
10/03/2025;ES21;2=;1442;1549;1367;1524;1815;1983;1758;1163;637;345;208;125;
10/03/2025;ES22;1-;276;151;141;142;124;194;573;1311;1666;1483;1205;1183;
10/03/2025;ES22;1=;1081;1105;1070;953;1003;1083;1097;1033;1047;728;502;394;
10/03/2025;ES22;2-;451;246;179;147;138;138;343;581;853;814;847;943;
10/03/2025;ES22;2=;1022;1053;1149;1106;1005;1131;1164;1214;1174;747;580;513;
10/03/2025;ES23;1-;657;403;302;279;240;352;1181;2817;3251;3042;2469;1991;
10/03/2025;ES23;1=;1752;1714;1723;1572;1654;1715;1565;1419;1356;1175;870;678;
10/03/2025;ES23;2-;1075;748;575;567;392;436;680;1004;1321;1430;1590;1854;
10/03/2025;ES23;2=;2045;2207;2528;2436;2271;2443;2308;2109;2026;1805;1318;1176;
10/03/2025;ES24;1-;209;114;99;71;63;58;128;232;418;621;520;660;
10/03/2025;ES24;1=;681;754;703;709;742;738;813;739;665;451;351;247;
10/03/2025;ES24;2-;155;129;110;76;82;95;185;670;951;721;661;593;
10/03/2025;ES24;2=;599;601;580;580;592;566;522;535;488;358;255;202;
10/03/2025;ES25;1-;114;124;116;114;79;69;97;149;155;147;180;189;
10/03/2025;ES25;1=;190;170;170;172;182;184;168;167;173;160;162;133;
10/03/2025;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES26;1-;161;102;94;77;60;73;79;133;179;249;294;292;
10/03/2025;ES26;1=;309;318;283;284;286;243;236;269;271;268;222;192;
10/03/2025;ES26;2-;201;148;138;102;95;130;164;281;370;429;500;475;
10/03/2025;ES26;2=;469;500;490;414;483;402;427;456;437;403;339;278;
10/03/2025;ES27;1-;272;184;143;142;197;381;1236;2122;1512;1495;1481;1448;
10/03/2025;ES27;1=;1418;1380;1341;1322;1301;1321;1368;1274;1063;842;611;517;
10/03/2025;ES27;2-;289;263;216;249;275;415;642;810;859;978;948;983;
10/03/2025;ES27;2=;1084;1219;1093;1071;1176;1167;998;885;744;606;516;447;
10/03/2025;ES28;1-;78;46;41;41;83;246;467;758;697;632;707;704;
10/03/2025;ES28;1=;861;900;784;759;1037;1096;898;655;441;277;213;130;
10/03/2025;ES28;2-;146;76;60;70;174;626;1505;1742;1550;932;838;795;
10/03/2025;ES28;2=;737;817;737;878;807;855;835;677;483;345;283;165;
10/03/2025;ES29;1-;923;392;288;276;247;456;1214;1870;2120;2019;1816;1945;
10/03/2025;ES29;1=;1901;1934;1990;1882;1863;1968;1806;1700;1709;1423;1117;1010;
10/03/2025;ES29;2-;903;315;227;209;165;329;881;1417;1563;1565;1727;1743;
10/03/2025;ES29;2=;1694;1681;1795;1690;1713;1846;1700;1750;1635;1183;1021;777;
10/03/2025;ES30;1-;144;91;106;56;58;53;85;225;403;521;446;422;
10/03/2025;ES30;1=;471;476;434;458;440;504;547;517;471;425;248;194;
10/03/2025;ES30;2-;198;124;118;77;78;121;210;559;837;742;769;676;
10/03/2025;ES30;2=;667;706;672;687;738;802;685;680;645;473;346;280;
10/03/2025;ES31;1-;50;41;34;10;32;33;72;191;298;280;235;256;
10/03/2025;ES31;1=;291;330;411;336;261;333;364;357;337;246;107;63;
10/03/2025;ES31;2-;37;28;30;18;23;26;109;247;686;688;342;272;
10/03/2025;ES31;2=;261;204;268;296;268;294;329;282;207;161;86;62;
10/03/2025;ES32;1-;142;107;111;81;84;101;215;616;745;700;700;648;
10/03/2025;ES32;1=;592;620;573;638;658;626;620;609;509;379;308;215;
10/03/2025;ES32;2-;180;114;85;76;68;58;122;197;249;320;331;356;
10/03/2025;ES32;2=;389;412;411;388;428;390;375;354;343;297;293;231;
10/03/2025;ES33;1-;171;87;62;54;58;142;594;1553;1934;1816;1310;1052;
10/03/2025;ES33;1=;1130;1047;1271;1129;1159;1302;1351;1191;1078;841;430;264;
10/03/2025;ES33;2-;108;43;38;23;28;42;183;607;1127;930;559;594;
10/03/2025;ES33;2=;653;707;949;1034;892;1033;1311;1201;781;577;331;201;
10/03/2025;ES34;1-;136;123;135;104;105;101;141;283;441;503;503;456;
10/03/2025;ES34;1=;408;378;314;301;341;365;324;330;340;306;217;183;
10/03/2025;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES36;1-;135;104;84;70;199;506;1227;1556;1410;1155;1194;1280;
10/03/2025;ES36;1=;1414;1508;1363;1291;1362;1388;1451;1194;913;585;458;254;
10/03/2025;ES36;2-;129;88;61;62;172;497;1347;1646;1543;1435;1289;1318;
10/03/2025;ES36;2=;1344;1330;1417;1414;1389;1254;1417;1053;793;462;415;209;
10/03/2025;ES37;1-;95;74;54;63;123;319;1048;2009;1530;1146;1231;1505;
10/03/2025;ES37;1=;1525;1846;1564;1625;1707;1673;1541;1295;893;545;418;212;
10/03/2025;ES37;2-;90;51;47;68;216;774;1612;2594;2346;2067;1725;1542;
10/03/2025;ES37;2=;1721;1760;1627;1850;1900;1941;1723;1258;863;429;330;148;
10/03/2025;ES38;1-;49;21;9;8;9;32;123;329;842;647;444;417;
10/03/2025;ES38;1=;521;511;638;663;643;883;806;729;488;342;175;106;
10/03/2025;ES38;2-;27;12;9;6;9;43;228;756;1016;593;419;387;
10/03/2025;ES38;2=;395;370;445;437;473;503;540;493;335;200;107;64;
10/03/2025;ES39;1-;412;216;85;57;57;94;267;1511;3115;2941;2990;1886;
10/03/2025;ES39;1=;1804;1859;1923;2392;2200;2081;2346;2271;2030;1752;1239;618;
10/03/2025;ES39;2-;418;282;88;59;42;51;176;737;2028;2910;2201;1445;
10/03/2025;ES39;2=;1530;1643;1963;2465;2480;2453;2669;2557;2284;1847;1268;721;
10/03/2025;ES40;1-;125;105;78;88;187;499;1547;2272;2001;1567;1557;1635;
10/03/2025;ES40;1=;1664;1869;1679;1585;1776;1844;1652;1421;1049;550;400;168;
10/03/2025;ES40;2-;187;128;82;89;168;636;1627;1896;1729;1500;1463;1513;
10/03/2025;ES40;2=;1621;1935;1602;1755;1869;2044;1926;1675;1079;646;536;318;
10/03/2025;ES41;1-;196;143;120;133;238;529;1213;1651;1312;1004;998;1036;
10/03/2025;ES41;1=;1041;1112;980;952;1054;1032;1086;825;730;420;332;218;
10/03/2025;ES41;2-;142;113;68;78;186;348;686;1208;1207;1073;977;989;
10/03/2025;ES41;2=;973;1142;1030;1089;1282;1314;1135;843;627;383;321;222;
10/03/2025;ES42;1-;78;45;48;37;90;152;385;517;486;399;424;385;
10/03/2025;ES42;1=;395;345;384;390;429;384;375;423;286;201;150;99;
10/03/2025;ES42;2-;54;18;30;20;37;133;358;649;648;490;516;482;
10/03/2025;ES42;2=;477;497;432;474;542;551;489;400;272;163;121;59;
10/03/2025;ES43;1-;109;99;69;56;54;114;337;561;702;621;549;483;
10/03/2025;ES43;1=;488;471;479;430;490;481;482;392;395;318;217;129;
10/03/2025;ES43;2-;150;101;66;50;34;37;114;258;367;352;352;395;
10/03/2025;ES43;2=;406;466;528;554;461;579;654;535;415;350;248;158;
10/03/2025;ES44;1-;194;139;123;122;244;518;900;1495;1624;1508;1632;1623;
10/03/2025;ES44;1=;1656;1659;1554;1615;1693;1828;1724;1436;869;516;431;337;
10/03/2025;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES45;1-;270;181;126;111;196;697;1846;2193;1805;1564;1557;1621;
10/03/2025;ES45;1=;1643;1624;1531;1687;1677;1669;1584;1451;1028;819;679;456;
10/03/2025;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
10/03/2025;ES46;1-;88;73;60;91;238;527;911;941;1052;836;856;902;
10/03/2025;ES46;1=;1006;1084;965;934;1178;1001;910;703;570;383;198;97;
10/03/2025;ES46;2-;102;63;56;81;145;354;696;955;895;776;806;797;
10/03/2025;ES46;2=;835;829;848;862;894;934;826;719;584;460;245;132;
10/03/2025;ES47;1-;127;84;73;70;96;271;516;671;608;670;739;801;
10/03/2025;ES47;1=;775;771;704;766;761;719;755;643;507;399;255;194;
10/03/2025;ES47;2-;147;98;89;78;174;385;587;710;703;745;753;738;
10/03/2025;ES47;2=;756;720;742;703;780;764;733;570;470;312;265;181;
10/03/2025;ES48;1-;79;55;39;49;190;1238;2546;2616;2065;1216;1005;919;
10/03/2025;ES48;1=;927;956;942;964;957;972;885;749;569;392;213;111;
10/03/2025;ES48;2-;93;73;68;60;165;404;570;769;795;706;753;851;
10/03/2025;ES48;2=;1090;1539;1519;1377;1705;1750;1370;979;644;347;236;100;
10/03/2025;ES49;1-;55;41;39;47;44;263;837;1074;712;627;618;658;
10/03/2025;ES49;1=;606;677;641;634;610;584;561;482;354;248;138;112;
10/03/2025;ES49;2-;57;34;41;26;10;37;87;210;354;469;464;416;
10/03/2025;ES49;2=;453;402;476;506;470;657;747;653;459;332;160;85;
10/03/2025;ES50;1-;89;49;35;23;26;55;44;145;277;295;293;291;
10/03/2025;ES50;1=;267;236;273;285;277;279;322;329;273;240;115;137;
10/03/2025;ES50;2-;76;51;36;46;30;45;106;308;596;655;482;508;
10/03/2025;ES50;2=;508;461;452;391;435;472;464;444;455;331;165;142;
10/03/2025;ES51;1-;57;33;34;36;22;39;87;222;405;572;475;431;
10/03/2025;ES51;1=;467;479;440;360;397;522;561;638;452;292;172;95;
10/03/2025;ES51;2-;36;34;12;37;24;23;85;236;573;493;308;327;
10/03/2025;ES51;2=;325;350;333;274;327;332;336;339;288;216;111;70;
10/03/2025;ES52;1-;77;54;27;32;35;31;77;279;756;862;581;501;
10/03/2025;ES52;1=;501;554;591;581;552;629;588;618;511;434;204;143;
10/03/2025;ES52;2-;57;40;18;25;35;29;76;298;681;578;267;255;
10/03/2025;ES52;2=;295;331;333;296;307;432;424;423;308;206;118;75;
10/03/2025;ES53;1-;118;93;76;54;50;46;78;160;252;306;254;253;
10/03/2025;ES53;1=;292;280;256;288;288;320;351;316;280;194;164;109;
10/03/2025;ES53;2-;187;154;96;74;95;136;311;490;500;398;422;412;
10/03/2025;ES53;2=;465;458;398;384;404;423;442;422;402;350;255;164;
10/03/2025;ES54;1-;56;51;40;29;17;51;136;244;287;255;215;246;
10/03/2025;ES54;1=;216;223;220;283;277;261;255;266;240;180;139;71;
10/03/2025;ES54;2-;92;80;47;19;24;45;98;202;336;352;233;267;
10/03/2025;ES54;2=;306;308;326;352;321;362;355;369;296;217;174;120;
10/03/2025;ES55;1-;47;37;15;17;16;30;99;165;267;285;290;228;
10/03/2025;ES55;1=;259;281;282;264;302;335;361;321;263;192;109;18;
10/03/2025;ES55;2-;27;19;15;13;9;35;121;148;187;223;195;180;
10/03/2025;ES55;2=;210;218;214;228;226;247;282;240;222;164;109;56;
10/03/2025;ES56;1-;35;19;24;20;48;98;345;568;433;314;327;404;
10/03/2025;ES56;1=;357;466;617;594;800;856;587;360;210;119;72;33;
10/03/2025;ES56;2-;22;15;6;13;29;203;658;904;602;247;206;253;
10/03/2025;ES56;2=;253;245;227;277;279;292;281;207;130;83;41;23;
10/03/2025;ES57;1-;15;11;12;28;83;195;560;950;776;447;480;472;
10/03/2025;ES57;1=;495;622;540;691;812;589;533;533;415;242;136;51;
10/03/2025;ES57;2-;17;12;10;16;47;135;435;995;744;476;454;408;
10/03/2025;ES57;2=;504;566;591;758;710;753;689;424;249;146;87;39;
10/03/2025;ES58;1-;15;10;12;12;47;124;325;633;405;304;295;278;
10/03/2025;ES58;1=;299;327;351;411;504;607;419;317;212;155;102;34;
10/03/2025;ES58;2-;21;6;5;15;30;72;173;346;339;193;158;188;
10/03/2025;ES58;2=;226;219;231;267;377;351;289;295;142;101;68;22;
